sample_id,gold_german_source,gold_english_reference,audio_path,whisper_hypothesis,asr_inference_time_ms,asr_wer,asr_cer,clean_fp32_translation,clean_int8_translation,asr_fp32_translation,asr_int8_translation
0914,Weil die dann unsere Volkswirtschaft tragen.,Because then they're carrying our national economy.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0914.T0.de.wav,weil die unsere Feuersellschaft tragen.,1623.7916000009136,0.25819344524380494,0.13827655310621242,Because they'll carry our economy.,Because they'll carry our economy.,Because they're carrying our firehouse.,Because they're carrying our firehouse.
0925,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0925.T0.de.wav,Ja.,1594.321000000491,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
0939,"Der eigenen vier Wände ist, wie man sich das gerne wünscht.
Und vor allem ist es dann auch teilweise vielleicht dann auch anstrengend dann immer diese Restaurants aufzusuchen.","The own four walls, how you would want it to be.
And most of all it is maybe partly also exhausting then to always go to these restaurants.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0939.T0.de.wav,"Der eigenen Vierwende ist, wie man sich das gerne wünscht. Im Fallen ist es dann auch teilweise vielleicht ananstrengend, dann so ein immer dieses Rows aufzusuchen.",1568.3239999998477,0.25819344524380494,0.13827655310621242,"One's own four walls is, as you would like it to be. And above all, it is then sometimes also exhausting to visit these restaurants.",The own four walls is as you would like it to be. And above all it is then sometimes also sometimes exhausting then always to visit these restaurants.,"One's own four-turn is, as one would like it to be. In case of falling, it may also be hard to find one of these Rows.","One's own four-turn is, as one would like to wish. In case of falling, it may also be hard to find one of those Rows."
0942,"Ja, also ich denke, das hängt davon ab, ob ich jetzt gerade nachts unterwegs bin und nach dem Club etwas essen möchte.
Da bin ich wahrscheinlich weniger wählerisch, dadurch das mein Auffassungsvermögen auch ein bisschen verändert ist.
Und dann sehe ich das Ganze nicht mehr so kritisch.
Aber","Yes, well I think it depends if I happen to be on the go at night now and would like to eat something after the club.
I'm less picky there probably, since my powers of observation are also a little different.
And then I don't see the whole thing as critical anymore.
But",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0942.T0.de.wav,"Ja, also ich denke, davon ab, ob ich jetzt gerade nachts unterwegs bin und nach der Disco, nach dem Club etwas essen möchte, da bin ich wahrscheinlich weniger wählerisch, dadurch, dass mein Auffassungsvermögen auch ein bisschen verändert ist. Und da bin ich sehe ich es ganz nicht mehr so kritisch. Aber...",2649.9306000005163,0.25819344524380494,0.13827655310621242,"Yes, so I think that depends on whether I'm on the road at night and want to eat after the club. I'm probably less picky, so that my perception is a little bit changed. And then I don't see it that critical anymore.","Yeah, well, I think that depends on whether I'm on my way at night and want to eat after the club. I'm probably less picky, so that my perception is changed a little bit. And then I don't see the whole thing so critical anymore.","Yeah, so I'm thinking about whether I'm on my way at night now and after the disco, after the club, I'm probably less picky, because my perception is a little bit different, and I don't see it that critical anymore. But...","Yeah, well, I'm thinking about whether or not I'm on the road at night and after the disco, after the club, I'm probably less picky, because my understanding is a little bit different, and I don't see it that critical anymore. But..."
0943,"Im normalen Zustand würd ich schon sagen, dass Snacks unterm Tag schon trotzdem noch eine hohe Qualität aufweisen sollten.
Dadurch, dass ich auch gewisse Nährstoffe für meinen Körper benötige.","Under normal conditions I would actually say that snacks during the day should still display a high quality.
Because I also require certain nutrients for my body.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0943.T0.de.wav,"Im normalen Zustand würde ich schon sagen, dass Snacks und am Tag schon trotz noch eine hohe Qualität aufweisen sollten, dadurch dass ich auch gewisse Nährstoffe für mein Körper benötige.",2088.245900000402,0.25819344524380494,0.13827655310621242,In normal condition I would say that snacks should still have a high quality during the day. Because I also need certain nutrients for my body.,"In normal condition, I would say that snacks should still have a high quality during the day. Because I also need certain nutrients for my body.","In the normal state I would say that snacks and in the day should have a high quality, because I also need certain nutrients for my body.","In the normal state I would say that snacks and in the day should have a high quality, because I also need certain nutrients for my body."
0946,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0946.T0.de.wav,Okay.,1579.1497999998683,0.25819344524380494,0.13827655310621242,Okay.,Okay.,Okay.,Okay.
0958,"Ja, ich denke, der ideale Kellner, die ideale Kellnerin, sollte auf jeden Fall sehr sozial sein, sehr zuvorkommend, auf die Wünsche des Gast eingehen.","Yes, I think the perfect waiter, the perfect waitress, should definitely be very social, very courteous, respond to the guest's wishes.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0958.T0.de.wav,"Ich denke, der ideale Kellner, der ideale Kellnerin soll auf jeden Fall sehr sozial sein, sehr zu vorkommt, auf die Wünsche des Gass eingehen.",1502.1830000005139,0.25819344524380494,0.13827655310621242,"Yes, I think the ideal waiter, the ideal waitress, should definitely be very social, very accommodating, responding to the wishes of the guest.","Yes, I think the ideal waitress, the ideal waitress, should definitely be very social, very accommodating, responding to the wishes of the guest.","I think the ideal waiter, the ideal waitress should definitely be very social, very much to respond to the wishes of the gas.","I think the ideal waiter, the ideal waitress should definitely be very social, very much to occur, to respond to the wishes of the gas."
0977,In meinem ganzen Leben oder?,In my whole life or?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0977.T0.de.wav,in meinem ganzen Leben oder,1342.780999999377,0.25819344524380494,0.13827655310621242,"In my whole life, right?","In my whole life, right?","in my whole life, or",in my whole life or
0982,Für die Flitterwochen.,For the honeymoon.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0982.T0.de.wav,für die Flätterwochen.,1296.4818000000378,0.25819344524380494,0.13827655310621242,For the honeymoon.,For the honeymoon.,for the Flatter Weeks.,for the Flatter Weeks.
0996,"Sehr schlechte, aber auch","Very bad ones, but also",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0996.T0.de.wav,"sehr schlechte, aber auch.",1427.7450000008685,0.25819344524380494,0.13827655310621242,"Very bad, but also","Very bad, but also","very bad, but also.","Very bad, but also."
0997,In einem sehr guten Hostel.,In a very good hostel.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_0997.T0.de.wav,in einem sehr guten Hostel.,1467.0489000000089,0.25819344524380494,0.13827655310621242,In a very good hostel.,In a very good hostel.,in a very good hostel.,in a very good hostel.
1046,"Hab ich dort mein neues Hobby kennengelernt, das Surfen.
Und die Sprache Spanisch gefällt mir auch super gut.
Deswegen, ja, fahr ich immer wieder gerne zurück.
Mittlerweile spreche ich auch fließend Spanisch und","Found my new hobby there, surfing.
And I also like Spanish very much as a language.
Yes, that's why I always like to go back again.
By now I speak fluent Spanish too and",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1046.T0.de.wav,"habe ich dort mein neues Hobby kennengelernt das Sörelfen und die Sprache sparnisch gefällt mir auch super. Gut deswegen ja, fahr ich immer wieder gerne zurück mittlerweile, spreche ich auch fließend sparnisch und",1776.1582000002818,0.25819344524380494,0.13827655310621242,"I got to know my new hobby there, surfing. And I also like the language Spanish very much. That's why, yes, I like to go back again and again.","I got to know my new hobby there, surfing. And I also like the language Spanish very much. That's why, yes, I like to go back again and again. Meanwhile I also speak fluently Spanish and","I got to know my new hobby there and I also like the language in sparnisch. Well, that's why I like to go back again and again, I also speak fluently in sparnisch and","I got to know my new hobby there and I like the language in a sparnisch way. Well, that's why I like to go back again and again, I also speak fluently in a sparnisch language."
1047,"Ja, übe das immer wieder gerne mit den Einheimischen dort.","Yes, I always enjoy practicing that with the natives there.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1047.T0.de.wav,"Ja, über das sind wir wieder gerne mit den einheimischen Dort.",1374.6527999992395,0.25819344524380494,0.13827655310621242,"Yes, do it again and again with the locals there.","Yes, do it again and again with the locals there.","Yes, we are happy about that again with the locals there.","Yes, we are happy about that again with the locals there."
1054,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1054.T0.de.wav,Ja.,1270.1383000003261,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
1124,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1124.T0.de.wav,Ja.,1309.1928000012558,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
1132,Aber egal was man jetzt,But no matter what you now,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1132.T0.de.wav,"Oh mein Gott, das ist mein Jets.",1448.3172000000195,0.25819344524380494,0.13827655310621242,But no matter what you do now,But no matter what you do now,"Oh, my God, that's my jet.","Oh, my God, that's my jet."
1133,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1133.T0.de.wav,Okay.,1229.059999999663,0.25819344524380494,0.13827655310621242,Okay.,Okay.,Okay.,Okay.
1142,"Okay, krass.","Okay, crazy.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1142.T0.de.wav,Okay. Okay. Gracias.,1660.6035999993765,0.25819344524380494,0.13827655310621242,"Okay, crazy.","Okay, it's amazing.","Okay, Gracias.","Okay, Gracias."
1145,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1145.T0.de.wav,Ja.,1187.968300000648,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
1154,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1154.T0.de.wav,Ja?,1319.425699999556,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yes?,Yes?
1175,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1175.T0.de.wav,Ja.,1162.6225999989401,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
1187,"Ja, mein bester Freund hat gemacht.","Yes, my best friend did.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1187.T0.de.wav,"Ja, mein Bestes App ist ein Thema.",1574.538599999869,0.25819344524380494,0.13827655310621242,"Yeah, my best friend made it.","Yeah, my best friend made it.","Yes, my best app is a theme.","Yeah, my best app is a theme."
1188,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1188.T0.de.wav,Ja.,1125.741099998777,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
1235,"Bester dein Lieblingsfußballclub, wenn du so ein Fußballfreak bist?
Was ist denn dann so dein Lieblingsverein?","Best your favorite soccer club, if you are such a soccer freak?
So what is your favorite team then?",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1235.T0.de.wav,"Besser, ein Lieblingsfußballclub, und ein Fussballfreak. Besser, das sind die Reignie.",1351.7664999999397,0.25819344524380494,0.13827655310621242,"Best your favorite football club, if you're such a football freak? What is your favorite club?","Best your favorite football club, if you're such a football freak? What's your favorite club?","Better, a favorite football club, and a football freak.","Better, a favorite football club, and a football freak."
1252,"Aber ich finde das trotzdem schwer, wenn man drei vier Jahre nicht auf dem Eis war, dann wieder bisschen zu fahren.","But I still find it a little hard, when you haven't been on the ice for three or four years, to start skating again a little.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1252.T0.de.wav,"Aber ich finde es trotzdem schwer, wenn man drei, vier Jahre nicht auf dem Eis war, dann wieder ein bisschen zu fahren.",1310.8467999991262,0.25819344524380494,0.13827655310621242,"But I still find this difficult, if you were not on the ice for three four years, then to drive again a little.","But I still find it difficult if you were not on the ice for three four years, then to drive again a bit.","But I still find it difficult if you weren't on the ice for three or four years, then drive a little again.","But I still find it difficult if you haven't been on the ice for three or four years, then drive a little again."
1343,"Ja, stimmt.
Ich muss dort reden.
Ja, ich find hier gerade nicht die Themen wodrüber wir reden können.
Moment.","Yes, that's right.
I have to talk there.
Yeah, I'm not really finding the themes here that we can talk about.
Moment.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1343.T0.de.wav,"Ja, ja, ich muss da drin. Ah ja, ich finde hier gerade nicht die Themen, wo darüber wir reden können. Moment.",1338.2179999989603,0.25819344524380494,0.13827655310621242,"Yeah, right, I need to talk there, yeah, I can't find the issues we can talk about right now.","Yeah, right, I need to talk there, yeah, I can't find the things that we can talk about right now.","Yeah, yeah, I have to go in there.","Yeah, yeah, I have to go in there."
1347,"Hey Popeye.
Der ist doch so eine Karikaturfigur und wenn der Spinat isst, dann wird der megastark.","Hey Popeye.
He's some kind of caricature, right, and when he eats spinach he gets super strong.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1347.T0.de.wav,"Papa, ey Papa, der ist das so eine karikaturfigur, wenn der Spinat ist, dann wird der Menge stark.",1376.4645000010205,0.25819344524380494,0.13827655310621242,"Hey Popeye, he's such a caricature figure, and if the spinach eats, it's gonna be huge.","Hey Popeye, he's such a cartoon figure, and if the spinach eats, it's gonna be huge.","Papa, ey Papa, he's such a caricature figure, if the spinach is, then the crowd will be strong.","Dad, ey Papa, he's such a caricature figure, if the spinach is, then the crowd will be strong."
1385,Das ist ja krass.,That's nuts.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1385.T0.de.wav,Das ist ja auch toll.,1332.9376000001503,0.25819344524380494,0.13827655310621242,That's so bad.,That's amazing.,"That's great, too.","That's great, too."
1438,"Ja, Laos und Myanmar.","Yes, Laos and Myanmar.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1438.T0.de.wav,"Ja, lau's, um Jema.",1408.0198999999993,0.25819344524380494,0.13827655310621242,"Yes, Laos and Myanmar.","Yes, Laos and Myanmar.","Yeah, lukewarm, about Jema.","Yeah, well, about Jema."
1453,"Ja, tschüss.","Yeah, bye.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1453.T0.de.wav,"Ja, tschüss!",1169.6633999999904,0.25819344524380494,0.13827655310621242,"Yeah, bye-bye.","Yeah, bye.","Yes, bye!","Yes, bye!"
1469,Und,And,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1469.T0.de.wav,Und...,1237.3776999993424,0.25819344524380494,0.13827655310621242,And,And,And...,And...
1517,Was war dein letzter Kinofilm?,When was your last movie at a theater?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1517.T0.de.wav,Was war dein letzter Kinofö?,1185.1030999987415,0.25819344524380494,0.13827655310621242,What was your last movie?,What was your last movie?,What was your last movie fan?,What was your last movie fan?
1535,"Ja, zum Junggesellenabschied von dem.","Yes, for his bachelor party.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1535.T0.de.wav,"Ja, zum jungen Gesellenabschied von dem...",1204.2787999998836,0.25819344524380494,0.13827655310621242,"Yeah, to the bachelor party of that guy.","Yeah, to the bachelor party of that guy.","Yes, to the young companion's farewell from the...","Yes, to the young companion's farewell from the..."
1547,"Ja, Mr. Big ist Mr. Big.","Yes, Mr. Big is Mr. Big.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1547.T0.de.wav,"Ja, Mr. Pickers, Mr. Pick!",1242.0729999994364,0.25819344524380494,0.13827655310621242,"Yes, Mr. Big is Mr. Big.","Yes, Mr. Big is Mr. Big.","Yes, Mr. Pickers, Mr. Pick!","Yes, Mr. Pickers, Mr. Pick!"
1548,Ja.,Yes.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1548.T0.de.wav,Ja.,1122.4988000012672,0.25819344524380494,0.13827655310621242,Yeah.,Yeah.,Yeah.,Yeah.
1561,Mein Lieblingsschauspieler.,My favorite actor.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1561.T0.de.wav,Mein Liebling-Schauspieler.,1173.5852999991039,0.25819344524380494,0.13827655310621242,My favorite actor.,My favorite actor.,My favorite actor.,My favorite actor.
1584,"Ja, und ich glaube, einer ihrer Lieblingsfilme ist Walk The Line.","Yes, and I think one of her favorite movies is Walk The Line.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1584.T0.de.wav,Ja und ich glaube einer ihrer Lieblingsfilme ist Walked Line.,1235.190600000351,0.25819344524380494,0.13827655310621242,"Yeah, and I think one of her favorite movies is Walk The Line.","Yeah, and I think one of her favorite movies is Walk The Line.","Yeah, and I think one of her favorite movies is Walked Line.","Yeah, and I think one of her favorite movies is Walked Line."
1618,"Würd ich empfehlen, dass man das Gleiche macht als Normalanleger als wie wir Broker machen.
Mindestens.","I'd recommend that you do the same thing as a regular investor that we brokers do.
At least.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1618.T0.de.wav,"würde ich empfehlen, dass man das gleiche macht, dass normal anlegt, wie wir Proker machen. Mindestens",1306.0822999996162,0.25819344524380494,0.13827655310621242,I would recommend that you do the same thing as a normal investor as we do brokers. At least.,I would recommend that you do the same thing as a normal investor as we do brokers. At least.,"I would recommend that you do the same thing that is normal, as we make prokers. At least","I would recommend that you do the same thing that is normal, as we do prokers. At least"
1622,"Ja klar zeigst, du hast nicht das erste genommen, was dir vor die Füße geworfen wurde, sondern du hattest genug Zeit, das richtige","Yeah sure you show you didn't take the first one that was thrown at your feet, but you had enough time so the right one",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1622.T0.de.wav,"klar zeigt. Du hast nicht das erste genommen, was die vor der Füße geworfen wurde, sondern du hast das genug Zeit das richtige.",1340.8050000016374,0.25819344524380494,0.13827655310621242,"Of course, you didn't take the first thing that was thrown at your feet, but you had enough time, the right one.","Of course, you didn't take the first thing that was thrown at your feet, but you had enough time to get the right","You didn't take the first thing that was thrown in front of your feet, but you have the right time.","You didn't take the first thing that was thrown in front of your feet, but you have the right time."
1624,Nicht.,Not.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1624.T0.de.wav,Nichts ah.,1321.0930000004737,0.25819344524380494,0.13827655310621242,Don't.,Don't.,Nothing ah.,Nothing ah.
1645,Okay.,Okay.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1645.T0.de.wav,Okay.,1234.7446999992826,0.25819344524380494,0.13827655310621242,Okay.,Okay.,Okay.,Okay.
1691,Eher was für Naturliebhaber.,More something for nature lovers.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1691.T0.de.wav,und was für Naturliebhaber.,1175.1167999991594,0.25819344524380494,0.13827655310621242,More like something for nature lovers.,More like something for nature lovers.,and what for nature lovers.,and what for nature lovers.
1706,"Nein, ein warmes Land.","No, a warm country.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1706.T0.de.wav,"Nein, in warmes Land.",1165.5749000001379,0.25819344524380494,0.13827655310621242,"No, it's a warm country.","No, it's a warm country.","No, in warm land.","No, to warm land."
1714,"Man muss halt ein bisschen auch darauf achten, was es kostet.","Well, you have to pay a little attention to what it costs.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1714.T0.de.wav,"Man muss halt ein bisschen darauf achten, was es kostet.",1222.6749000001291,0.25819344524380494,0.13827655310621242,You just have to pay a little attention to what it costs.,You just have to pay a little attention to what it costs.,You just have to pay a little attention to what it costs.,You just have to pay a little attention to what it costs.
1789,"Ja, aber wie gut sind die denn?
Wie gut können die spielen?
Die sind dann so gut, dass ich das nicht sehen","Yes, but how good are they actually?
How well do they play?
They're so good that I can't see",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1789.T0.de.wav,"Ja, aber wie gut sind sie denn? Wie gut können wir nicht spielen? Die sind dann so gut, dass sie das nicht sehen kann.",1319.8723000004975,0.25819344524380494,0.13827655310621242,"Yeah, but how good are they? How good can they play? They're so good that I don't see that.","Yeah, but how good are they? How good can they play? They're so good that I don't see that.","Yeah, but how good are they? How good can we not play? They're so good that she can't see that.","Yeah, but how good are they? How good can we not play? They are so good that she can't see it."
1799,"Sehenden halbindonesischen Deutschen.
Den solltest du auf jeden Fall mal kennenlernen.","Seeing half-Indonesian Germans.
You should definitely get to know him.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1799.T0.de.wav,"im indonesischen halb indonesischen deutschen. Ah, dann solltest du auf jeden Fall mal kennenler.",1316.9049000007362,0.25819344524380494,0.13827655310621242,"Seeing half-Indonesian Germans, you should definitely meet him.","Seeing half-Indonesian Germans, you should definitely get to know him.","in the Indonesian half Indonesian German. Ah, then you should definitely know more.","in the Indonesian half Indonesian German. Ah, then you should definitely know more."
1800,"Und weil er auch da war, hab ich dann Gitarre gespielt und gesungen.
Und es war ganz schön mit den ganzen Mädchen.
Die haben mir dann immer Lieder zugerufen und natürlich konnte ich die ganzen Lieder und hab die dann gespielt.
Aber ja","And because he was also there, I was playing the guitar and sang.
And it was really nice with all the girls.
They always called out songs to me, and of course I knew all the songs and played them.
But yes",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1800.T0.de.wav,"Und weil er auch da war, habe ich dann die gitarre gespielt, ok, sog'n und es war ganz schön mit den ganzen Mädchen, die haben mir dann immer Lieder zu gerufen und natürlich konnte ich die ganzen Lieder und habe die gespielt. Aber ja!",1610.8557999996265,0.25819344524380494,0.13827655310621242,"And because he was there, I played guitar and sang it. And it was pretty nice with all the girls. They always shouted songs to me and of course I could play all the songs and then played them.","And because he was there, I played the guitar and sang it. And it was pretty nice with all the girls. They always called me songs and of course I could play all the songs and then I played them.","And because he was there, I played the guitar, ok, so-called 'n' and it was pretty nice with all the girls, they always called me songs and of course I could play all the songs and they played them. But yes!","And because he was there, I played the guitar, ok, so-called 'n' and it was really nice with all the girls, they always called me songs and of course I could play all the songs and they played them. But yes!"
1802,"Ja, erzähl.","Yes, tell me.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1802.T0.de.wav,"Ja, das ist ja, das ist ja.",1229.0769999999611,0.25819344524380494,0.13827655310621242,"Yeah, tell me.","Yeah, tell me.","Yeah, that's right, that's right.","Yeah, that's right, that's right."
1828,"Ja, das","Yes, the",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1828.T0.de.wav,"Ja, das.",1131.6889999998239,0.25819344524380494,0.13827655310621242,"Yes, the","Yes, the","Yeah, that.","Yeah, that."
1915,"Ganz kurze Nächte nur.
Oder im Winter?","Only really short nights.
Or in winter?",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1915.T0.de.wav,ganz kurz und echte nur oder im Winter.,1183.6555999998382,0.25819344524380494,0.13827655310621242,Very short nights only. Or in winter?,Short nights only. Or in winter?,very short and real only or in winter.,very short and real only or in winter.
1933,"Ja, voll.
Hat mich auch gefreut.","Yes, totally.
It was a pleasure.",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1933.T0.de.wav,"Ja, voll, ich fand' mich auch gefreut.",1231.8727000001672,0.25819344524380494,0.13827655310621242,"Yeah, it was nice to meet you, too.","Yeah, it was nice to meet you, too.","Yeah, I was happy to meet you, too.","Yeah, it was nice to meet you, too."
1955,Ein was?,A what?,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1955.T0.de.wav,Und was?,1163.778199999797,0.25819344524380494,0.13827655310621242,A what?,A what?,And what?,And what?
1957,"Ich glaub, dass war halt nur so nebenbei eine Stimme, die halt erzählt.
Also jetzt.
Oder wieso fragst du?","I think it was just kind of a voice on the side that was narrating.
So now.
Or why do you ask?",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1957.T0.de.wav,"Also ich glaube das war halt nur so nebenbei eine Stimme, die halt jetzt fehlt, also jetzt, oder wie so fragst du?",1333.7351999998646,0.25819344524380494,0.13827655310621242,"I think that was just a voice by the way, so now, or why do you ask?","I think that was just a voice by the way, so now, or why do you ask?","So I think that was just a voice by the way that's missing now, so now, or how do you ask?","So, I think it was just a voice that's missing now, so now, or how do you ask?"
1970,Aber Transzendenz gefasst machen.,But transcendence brace for.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_1970.T0.de.wav,Aber Transzentenz. Gefrast machen.,1467.0771000000968,0.25819344524380494,0.13827655310621242,But capture transcendence.,But capture transcendence.,But transcentence.,But transcentence.
2100,Noch eine ganz wichtige Frage.,Another really important question.,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_2100.T0.de.wav,"Ach, noch eine ganz wichtige Frage.",1167.4844000008306,0.25819344524380494,0.13827655310621242,Another very important question.,Another very important question.,"Oh, another very important question.","Oh, one more very important question."
2124,Einer,One,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_2124.T0.de.wav,Hanna!,1224.0953000000445,0.25819344524380494,0.13827655310621242,One,One,Hanna!,Hanna!
2151,"Ja, stimmt.
Aber möchtest du mich nicht jetzt mal Fragen stellen?","Yes, that's right.
But don't you want to start asking me questions?",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_2151.T0.de.wav,Herstimmt. Aber möchtest du mich nicht jetzt mal Fragen stellen?,1243.136000000959,0.25819344524380494,0.13827655310621242,"Yeah, right, but don't you want to ask me questions now?","Yeah, right, but don't you want to ask me questions now?",But don't you want to ask me questions now?,But don't you want to ask me questions now?
2171,"Ja viele Leute haben Angst, deshalb ist es","Yeah, a lot of people are scared, that's why it's",D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_2171.T0.de.wav,"Ja, viele Leute haben Angst, deshalb ist es.",1183.1363999990572,0.25819344524380494,0.13827655310621242,"Yes many people are afraid, so it is","Yeah, a lot of people are scared, so it's","Yeah, a lot of people are scared, that's why it is.","Yeah, a lot of people are scared, that's why it is."
2273,Und,And,D:\BridgeDEUX\analysis\mobile_benchmark_audio_100\mslt\MSLT_Test_DE_2273.T0.de.wav,Und...,1211.6475000002538,0.25819344524380494,0.13827655310621242,And,And,And...,And...
